"","contig_id","contig_length","genome_copies","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","provirus","termini","warnings","Annotation","Annotation_lineage"
"927","NODE_54_length_9185_cov_17_798968_S005-199",9185,1,11,5,0,"Low-quality","Genome-fragment",16.99,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"928","NODE_65_length_8728_cov_14_780719_S005-199",8728,1,8,0,3,"Low-quality","Genome-fragment",5.92,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"929","NODE_67_length_8593_cov_29_489667_S005-199",8593,1,14,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"930","NODE_68_length_8537_cov_44_055910_S005-199",8537,1,9,2,0,"Low-quality","Genome-fragment",24.68,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"931","NODE_75_length_8051_cov_23_113619_S005-199",8051,1,7,0,5,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Bacillus phage proCM3","Viruses; Caudovirales; Siphoviridae; Lwoffvirus; unclassified Lwoffvirus"
"932","NODE_90_length_7286_cov_13_350395_S005-199",7286,1,8,0,6,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"933","NODE_91_length_7192_cov_11_546732_S005-199",7192,1.15,16,1,0,"Low-quality","Genome-fragment",14.05,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"934","NODE_105_length_6270_cov_6_162603_S005-199",6270,1,11,0,0,"Low-quality","Genome-fragment",4.39,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"935","NODE_106_length_6265_cov_10_245314_S005-199",6265,1,13,3,0,"Low-quality","Genome-fragment",14.14,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"936","NODE_115_length_5999_cov_21_634414_S005-199",5999,1,11,7,0,"Low-quality","Genome-fragment",17.17,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"937","NODE_160_length_5024_cov_12_208005_S005-199",5024,1,5,0,4,"Low-quality","Genome-fragment",5.74,"AAI-based",0,"No","","'no viral genes detected'","Bacillus phage proCM3","Viruses; Caudovirales; Siphoviridae; Lwoffvirus; unclassified Lwoffvirus"
"938","NODE_167_length_4886_cov_16_289665_S005-199",4886,1,4,0,4,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"939","NODE_171_length_4851_cov_19_723921_S005-199",4851,1,6,3,0,"Low-quality","Genome-fragment",8.75,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"940","NODE_175_length_4836_cov_9_052742_S005-199",4836,1,5,0,5,"Low-quality","Genome-fragment",2.37,"AAI-based",0,"No","","'no viral genes detected'","NoAnnotation","NoAnnotation"
"941","NODE_197_length_4507_cov_49_395034_S005-199",4507,1,7,4,0,"Low-quality","Genome-fragment",5.21,"AAI-based",0,"No","","","Gordonia phage Ewald","Viruses; Caudovirales; Siphoviridae; Nyceiraevirus; unclassified Nyceiraevirus"
"942","NODE_219_length_4252_cov_15_565988_S005-199",4252,1,7,0,1,"Low-quality","Genome-fragment",7.59,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"943","NODE_232_length_4032_cov_11_140834_S005-199",4032,1,6,1,1,"Low-quality","Genome-fragment",5.15,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"944","NODE_254_length_3771_cov_35_025988_S005-199",3771,1,4,3,1,"Low-quality","Genome-fragment",10.75,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"945","NODE_291_length_3400_cov_8_480891_S005-199",3400,1,7,2,0,"Low-quality","Genome-fragment",6.37,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"946","NODE_332_length_3013_cov_24_227861_S005-199",3013,1,3,3,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"947","NODE_344_length_2923_cov_14_072382_S005-199",2923,1,5,0,2,"Low-quality","Genome-fragment",8.58,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"948","NODE_345_length_2912_cov_17_289947_S005-199",2912,1,8,1,0,"Low-quality","Genome-fragment",5.42,"AAI-based",0,"No","","","Faecalibacterium phage FP_Taranis","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"949","NODE_349_length_2896_cov_9_492728_S005-199",2896,1,4,0,0,"Low-quality","Genome-fragment",4.65,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"950","NODE_362_length_2834_cov_13_291621_S005-199",2834,1,6,3,0,"Low-quality","Genome-fragment",5.27,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"951","NODE_391_length_2655_cov_7_419317_S005-199",2655,1,8,1,0,"Low-quality","Genome-fragment",5.44,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"952","NODE_475_length_2231_cov_8_031569_S005-199",2231,1,5,0,0,"Low-quality","Genome-fragment",3.97,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"953","NODE_476_length_2224_cov_3_596181_S005-199",2224,1,6,1,0,"Low-quality","Genome-fragment",4.17,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"954","NODE_483_length_2189_cov_12_557292_S005-199",2189,1,5,1,0,"Low-quality","Genome-fragment",4.4,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"955","NODE_607_length_1834_cov_3_323278_S005-199",1834,1,4,2,0,"Low-quality","Genome-fragment",3.37,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"956","NODE_614_length_1821_cov_8_724771_S005-199",1821,1,5,0,0,"Low-quality","Genome-fragment",3.39,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"957","NODE_669_length_1682_cov_4_520249_S005-199",1682,1,5,1,0,"Low-quality","Genome-fragment",3.74,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"958","NODE_684_length_1662_cov_73_891483_S005-199",1662,1,3,0,0,"Low-quality","Genome-fragment",2.62,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"959","NODE_808_length_1408_cov_4_355372_S005-199",1408,1,4,1,0,"Low-quality","Genome-fragment",3.65,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"960","NODE_1035_length_1135_cov_17_336484_S005-199",1135,1,3,1,0,"Low-quality","Genome-fragment",3.67,"AAI-based",0,"No","","","Lactococcus virus P008","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"961","NODE_1222_length_976_cov_3_844271_S005-199",976,1,4,3,0,"Low-quality","Genome-fragment",3.16,"AAI-based",0,"No","","","Lactococcus phage 936 group phage Phi129","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"962","NODE_1498_length_839_cov_6_313648_S005-199",839,1,2,2,0,"Low-quality","Genome-fragment",2.73,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiLj","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"963","NODE_5_length_10814_cov_47_859830_S005-19",10814,1,14,14,0,"Low-quality","Genome-fragment",36.74,"AAI-based",0,"No","","","Propionibacterium phage PHL113M01","Viruses; Caudovirales; Siphoviridae; Pahexavirus; Propionibacterium virus PHL113M01"
"964","NODE_14_length_3935_cov_4_228616_S005-19",3935,1,5,4,0,"Low-quality","Genome-fragment",8.34,"AAI-based",0,"No","","","Enterobacteria phage mEp460","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"965","NODE_32_length_2798_cov_8_479236_S005-19",2798,1,3,0,0,"Low-quality","Genome-fragment",2.66,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"966","NODE_218_length_1720_cov_7_489349_S005-19",1720,1,3,1,0,"Low-quality","Genome-fragment",5.73,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"967","NODE_2_length_3457_cov_3_755621_S005-1",3457,1,6,6,0,"Low-quality","Genome-fragment",7.65,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"968","NODE_8_length_4613_cov_6_986332_S005-25",4613,1,8,4,0,"Low-quality","Genome-fragment",15,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"969","NODE_16_length_2217_cov_2_858411_S005-25",2217,1,5,3,0,"Low-quality","Genome-fragment",4.51,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"970","NODE_17_length_2164_cov_3_369909_S005-25",2164,1,7,5,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"971","NODE_2_length_38998_cov_31_844274_S005-26",38998,1,57,26,1,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"972","NODE_30_length_1625_cov_3_630491_S005-29",1625,1,4,1,0,"Low-quality","Genome-fragment",3.71,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"973","NODE_45_length_1208_cov_2_642794_S005-29",1208,1,3,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"974","NODE_1_length_39897_cov_94_066725_S005-35",39897,1,61,30,0,"High-quality","High-quality",99.53,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"975","NODE_6_length_5982_cov_6_790347_S005-36",5982,1,8,3,0,"Low-quality","Genome-fragment",19.74,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"976","NODE_1_length_66331_cov_45_437392_S005-3",66331,1,84,15,1,"High-quality","High-quality",97.18,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"977","NODE_2_length_41797_cov_866_654746_S005-3",41797,1,62,47,1,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"978","NODE_3_length_29317_cov_310_857832_S005-3",29317,1,42,30,1,"Medium-quality","Genome-fragment",66.06,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"979","NODE_6_length_15751_cov_87_228659_S005-3",15751,1,25,11,0,"Low-quality","Genome-fragment",37.05,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"980","NODE_7_length_14849_cov_343_138844_S005-3",14849,1,20,3,2,"Low-quality","Genome-fragment",NA,"HMM-based",33.4,"Yes","","","Streptococcus satellite phage Javan473","Viruses; unclassified viruses; unclassified bacterial viruses"
"981","NODE_10_length_14337_cov_291_621248_S005-3",14337,1,22,15,0,"Low-quality","Genome-fragment",33.57,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"982","NODE_11_length_12525_cov_292_936295_S005-3",12525,1,8,8,0,"Low-quality","Genome-fragment",33.37,"AAI-based",0,"No","","","Streptococcus phage Javan536","Viruses; Caudovirales; Siphoviridae; Moineauvirus; unclassified Moineauvirus"
"983","NODE_15_length_9271_cov_27_161518_S005-3",9271,1,15,8,0,"Low-quality","Genome-fragment",22.63,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"984","NODE_21_length_6045_cov_49_125335_S005-3",6045,1,9,6,0,"Low-quality","Genome-fragment",14.38,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"985","NODE_23_length_5185_cov_114_574785_S005-3",5185,1,11,8,0,"Low-quality","Genome-fragment",12.63,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"986","NODE_25_length_4391_cov_40_784886_S005-3",4391,1,8,6,0,"Low-quality","Genome-fragment",10.65,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"987","NODE_39_length_2276_cov_1354_359709_S005-3",2276,1,2,2,0,"Low-quality","Genome-fragment",5.91,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"988","NODE_65_length_1323_cov_104_184591_S005-3",1323,1,4,3,0,"Low-quality","Genome-fragment",3.48,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"989","NODE_7_length_11106_cov_10_335298_S005-43",11106,1,21,3,0,"Low-quality","Genome-fragment",16.91,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"990","NODE_14_length_6478_cov_9_701765_S005-43",6478,1,10,2,0,"Low-quality","Genome-fragment",9.71,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"991","NODE_32_length_2103_cov_7_800099_S005-43",2103,1,5,2,0,"Low-quality","Genome-fragment",3.2,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"992","NODE_2_length_42080_cov_22_956836_S005-44",42080,1,50,18,0,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"993","NODE_7_length_17009_cov_13_986239_S005-44",17009,1,32,8,1,"Low-quality","Genome-fragment",45.14,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"994","NODE_12_length_7770_cov_7_437411_S005-44",7770,1,7,6,0,"Low-quality","Genome-fragment",19.49,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"995","NODE_13_length_4346_cov_9_014992_S005-44",4346,1,9,0,0,"Low-quality","Genome-fragment",10.5,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"996","NODE_15_length_3558_cov_8_234128_S005-44",3558,1,8,2,0,"Low-quality","Genome-fragment",8.61,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"997","NODE_101_length_1209_cov_7_814488_S005-44",1209,1,3,3,0,"Low-quality","Genome-fragment",3.16,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"998","NODE_125_length_1138_cov_7_554194_S005-44",1138,1,3,1,0,"Low-quality","Genome-fragment",2.45,"AAI-based",0,"No","","","Lactobacillus phage Lc-Nu","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"999","NODE_1_length_48218_cov_86_611973_S005-47",48218,1,66,37,2,"High-quality","High-quality",100,"AAI-based",0,"No","","'contig 1.22x length of matched reference'","Caudovirales","Caudovirales"
"1000","NODE_3_length_39497_cov_2061_725901_S005-47",39497,1,59,17,1,"High-quality","High-quality",98.96,"AAI-based",3.43,"Yes","","","Caudovirales","Caudovirales"
"1001","NODE_4_length_38063_cov_28_849234_S005-47",38063,1,62,30,0,"Medium-quality","Genome-fragment",80.62,"AAI-based",0,"No","","","Erwinia phage LS-2018a","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"1002","NODE_18_length_3521_cov_4_969512_S005-47",3521,1,4,0,0,"Low-quality","Genome-fragment",5.36,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1003","NODE_7_length_11342_cov_26_912650_S005-50",11342,1,15,11,0,"Low-quality","Genome-fragment",24.58,"AAI-based",0,"No","","","Enterobacteria phage O276","Viruses; Caudovirales; Siphoviridae; Lambdavirus; unclassified Lambdavirus"
"1004","NODE_23_length_3177_cov_10_448065_S005-50",3177,1,10,5,0,"Low-quality","Genome-fragment",5.4,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1005","NODE_27_length_2887_cov_6_423132_S005-50",2887,1,7,3,0,"Low-quality","Genome-fragment",6.22,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1006","NODE_29_length_2868_cov_4_854532_S005-50",2868,1,6,5,0,"Low-quality","Genome-fragment",6.74,"AAI-based",0,"No","","","Klebsiella phage 2 LV-2017","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1007","NODE_36_length_2274_cov_6_966773_S005-50",2274,1,6,5,0,"Low-quality","Genome-fragment",4.85,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1008","NODE_39_length_2227_cov_8_595349_S005-50",2227,1,5,4,0,"Low-quality","Genome-fragment",4.83,"AAI-based",0,"No","","","Klebsiella phage 2b LV-2017","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1009","NODE_40_length_2114_cov_5_231713_S005-50",2114,1,4,4,0,"Low-quality","Genome-fragment",4.38,"AAI-based",0,"No","","","Escherichia phage HK639","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1010","NODE_45_length_1755_cov_3_887366_S005-50",1755,1,4,4,0,"Low-quality","Genome-fragment",3.91,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1011","NODE_46_length_1739_cov_7_318893_S005-50",1739,1,3,2,0,"Low-quality","Genome-fragment",4.35,"AAI-based",0,"No","","","Lactobacillus phage J-1","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1012","NODE_101_length_793_cov_5_389665_S005-50",793,1,2,2,0,"Low-quality","Genome-fragment",1.92,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1013","NODE_1_length_50914_cov_61_506796_S005-56",50914,1,79,36,0,"High-quality","High-quality",100,"AAI-based",0,"No","","'contig 1.27x length of matched reference'","Caudovirales","Caudovirales"
"1014","NODE_3_length_32132_cov_16_801716_S005-56",32132,1,56,35,5,"Medium-quality","Genome-fragment",54.58,"AAI-based",3.16,"Yes","","","Enterobacteria phage VT1-Sakai","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1015","NODE_5_length_10886_cov_8_772412_S005-56",10886,1,16,14,0,"Low-quality","Genome-fragment",32.02,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1016","NODE_16_length_5817_cov_9_664111_S005-56",5817,1,14,4,0,"Low-quality","Genome-fragment",17.96,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1017","NODE_23_length_3659_cov_6_380793_S005-56",3659,1,6,3,0,"Low-quality","Genome-fragment",10.55,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1018","NODE_24_length_3325_cov_6_821736_S005-56",3325,1,9,1,0,"Low-quality","Genome-fragment",10.34,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1019","NODE_33_length_2595_cov_8_951152_S005-56",2595,1,4,0,0,"Low-quality","Genome-fragment",6.55,"AAI-based",0,"No","","'no viral genes detected'","NoAnnotation","NoAnnotation"
"1020","NODE_37_length_2461_cov_11_418205_S005-56",2461,1,4,0,0,"Low-quality","Genome-fragment",7.21,"AAI-based",0,"No","","'no viral genes detected'","NoAnnotation","NoAnnotation"
"1021","NODE_41_length_2297_cov_3_263964_S005-56",2297,1,3,2,0,"Low-quality","Genome-fragment",5.37,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1022","NODE_45_length_2191_cov_1_873699_S005-56",2191,1,5,4,0,"Low-quality","Genome-fragment",5.24,"AAI-based",0,"No","","","Lactobacillus phage LJ","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1023","NODE_61_length_1905_cov_4_707330_S005-56",1905,1,4,2,0,"Low-quality","Genome-fragment",5.38,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1024","NODE_103_length_1262_cov_2_980591_S005-56",1262,1,4,4,0,"Low-quality","Genome-fragment",3.28,"AAI-based",0,"No","","","Lactobacillus phage LL-H","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1025","NODE_107_length_1229_cov_2_128472_S005-56",1229,1,2,2,0,"Low-quality","Genome-fragment",3.15,"AAI-based",0,"No","","","Lactobacillus phage phig1e","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1026","NODE_1_length_63128_cov_77_741114_S005-5",63128,1,93,14,0,"High-quality","High-quality",91.66,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1027","NODE_2_length_54153_cov_69_428656_S005-5",54153,1,73,41,0,"High-quality","High-quality",100,"AAI-based",0,"No","","","Klebsiella phage ST974-OXA48phi18.2","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1028","NODE_3_length_41424_cov_167_924831_S005-5",41424,1,64,50,1,"Complete","High-quality",96.46,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"1029","NODE_6_length_25825_cov_198_588822_S005-5",25825,1,38,37,0,"Medium-quality","Genome-fragment",87.73,"AAI-based",0,"No","","","Propionibacterium phage PHL071N05","Viruses; Caudovirales; Siphoviridae; Pahexavirus; Propionibacterium virus PHL071N05"
"1030","NODE_34_length_1939_cov_4_386681_S005-5",1939,1,3,2,0,"Low-quality","Genome-fragment",4.59,"AAI-based",0,"No","","","Staphylococcus phage IME1323_01","Viruses; Caudovirales; Siphoviridae; Phietavirus; unclassified Phietavirus"
"1031","NODE_53_length_1605_cov_3_388743_S005-5",1605,1,5,0,0,"Low-quality","Genome-fragment",3.47,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1032","NODE_73_length_1382_cov_4_763218_S005-5",1382,1,6,4,0,"Low-quality","Genome-fragment",3.22,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1033","NODE_158_length_1040_cov_4_867082_S005-5",1040,1,2,2,0,"Low-quality","Genome-fragment",2.56,"AAI-based",0,"No","","","Streptococcus phage Javan536","Viruses; Caudovirales; Siphoviridae; Moineauvirus; unclassified Moineauvirus"
"1034","NODE_2_length_49300_cov_50_390346_S005-62",49300,1,69,21,1,"High-quality","High-quality",100,"AAI-based",0,"No","","'contig 1.21x length of matched reference'","Clostridium phage PhiS63","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
